"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08"
"Hartford","CT","Hartford","09","003",57,,,224000,224900,224900,224500,222000,223900,224900,224900,219900,217900,214900,215000,215000,219900,219900,219900,217900,209900,205000,199900,199900,199900,199900,209900,211000,217287,219900,219900,219900,214900,217000,215000,215000,209900,209900,209999.5,217900,224900,224900,224900,224000,219900,219000,214900,209900,209900,204900,209900,214000,224900,229000,229900,229000,224900,224900,219900,216900,215000,214900,219500,220000,228500,229900,232000,232000,229250,229900,226900,224500,219900,217500,219900,224900,229900,234900,234900,229900,229000,225000,224900,224900,219900,218000,219900,224900,229900,237900,235000,234900,229900
"Duval","FL","Jacksonville","12","031",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149900,148000,145000,149900,154250,156990,159990,164900,165387.5,167900,165000,164000,164900,150166.5,154900,159900,162900,165000,169650,169900,169900,170000,175000,169000,169900,169900,169900,169000,170308.5,180000,183000,187900,184000,179900,179000,178650,175000,174477,175000,179900,185000,194900,199900,199900,2e+05,199000
"Prince Georges","MD","Washington","24","033",59,189900,189900,185000,189900,180000,179500,175000,169900,189000,185000,185000,179900,174900,169900,170000,169845,169500,174500,170000,185000,165000,165000,165000,164900,165000,169000,165000,159900,159900,165000,169000,169900,165900,169900,185000,185000,189900,197205,199900,208450,2e+05,210000,219900,224900,225000,229000,224900,225000,229700,230000,230000,235000,239900,239900,245000,244900,239000,235000,234900,225000,225000,229900,235000,235555,244900,244900,240000,248000,250000,249900,249900,249900,249900,249000,254900,262800,265000,269900,270000,269000,275000,275000,278450,275000,271250,275000,280000,286950,289900,290000,295000,295000
"New Haven","CT","New Haven","09","009",60,,,224900,224900,228900,229000,224900,229000,229900,229900,226999,219900,219900,219000,219900,225000,229900,229900,225000,219900,219900,219900,214900,209452,204900,210000,215000,219900,222500,219900,219000,217500,219000,213500,214900,209900,204900,214900,219900,229900,234900,237500,232000,229900,229900,227700,219900,215000,210000,215000,224300,234900,239000,239000,239000,229900,229000,229900,224900,219000,219000,217450,219900,229000,232000,236000,238900,230000,230207,229900,229000,224900,224900,225000,229900,239000,239900,239900,239900,235000,234900,234900,234900,229900,225000,229900,234900,244900,249900,249900,249900,249000
"Macomb","MI","Detroit","26","099",61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124900,124500,124800,125000,129900,139895,142900,145000,145000,144900,140000,137900,132900,125000,131900,137000,139000,139900,144900,145000,145000,145000,147000,143450,140700,139900,139900,139900,144900,146650,149900,154900,155000,154900,154900,150000,149900,149000,144000,149900,159900,164900,169900,169900,169900,169900
"Kern","CA","Bakersfield","06","029",62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197750,189900,189000,191000,199999,210000,214000,219000,219900,219900,215000,205000,199990,190000,199500,214900,219900,224900,229950,229900,229900,229000,229900,229900,228900,224950,224900,220000,225000,229950,229900,237000,234900,229999,229000,225000,224950,225000,219000,219969,229029,235000,239500,239900,245000,240000
"Ventura","CA","Ventura","06","111",63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535000,536000,534999,559000,535000,549894,569000,574000,574950,564925,564950,559000,550000,529900,551950,550000,564900,589000,6e+05,599999,610000,605000,605000,599990,599000,599000,593138.5,599000,599900,615000,625000,629000,615000,617000,611000,614500,619900,604500,608337.5,619925,625090,639000,646570,629000,639000,643530
"Middlesex","NJ","New York","34","023",64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275000,275000,279900,289000,295900,299900,299000,299000,299000,299000,298575,290000,289000,285000,289000,295000,299900,309900,309250,305500,3e+05,299800,299000,298000,289900,298000,289900,299000,299900,305000,309900,309900,305450,299999,299000,292888,289000,287888.5,289900,299000,3e+05,310000,309900,309000,309000,3e+05,299900,299000,294000,295000,299000,310000,319900,324900,325000,329900,324900
"Gwinnett","GA","Atlanta","13","135",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184900,175550,176000,179900,189450,194900,195000,2e+05,205000,203712.5,200990,2e+05,2e+05,199750,199900,2e+05,202000,202995,205000,209999.5,210000,219500,220000,225000,225000,229000,228900,220000,220280,225900,229900,231240,234900,234600,230000,231900,234900,236000,239700,239138,246900,249900,249900,249900,250000,249990
"San Francisco","CA","San Francisco","06","075",66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859450,889000,850000,889000,890000,899000,903500,925000,899000,875000,929000,949000,945000,925000,950000,998000,998000,1049000,1049000,1e+06,998000,998000,1050000,1075000,1050000,1049000,998000,1095000,1099888,1149000,1150000,1149000,1100000,1100000,1149000,1172500,1150000,1150000,1150800,1195000,1195000,1195000,1190000,1165000,1150000,1159000
"Baltimore","MD","Baltimore","24","005",67,234000,234900,230000,232000,230000,229900,224900,220000,225000,224838.5,219994.5,215000,209900,2e+05,205000,207000,209900,210000,212500,209900,209000,205000,201000,199900,199900,199900,2e+05,206900,210000,215000,215000,215000,210000,209900,220000,219900,215000,215000,224000,228900,229900,230000,229900,229900,229900,230000,225000,225000,224900,225000,234900,239900,245000,244900,239900,239000,239000,234900,229900,225000,219900,219900,224945,229900,229900,234000,234000,233000,234400.5,229900,229000,225000,229000,224975,229900,239900,245000,242900,244900,239900,239999,236600,239900,230000,229900,234900,244900,254900,260000,259900,254000,254000
"Hamilton","OH","Cincinnati","39","061",68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116900,115000,112000,119000,120000,124900,124900,124900,123000,120000,120000,119300,119000,116220,119900,122900,129900,134900,138000,135000,134900,130000,129900,125000,119900,124900,129900,129900,129900,135900,136900,137200,139500,139000,134900,134900,129900,130000,129949.5,134900,140000,145285,149900,149900,147700,149900,149000,144985,139900,141000,149500,158900,167500,169900,175952.5,169900,169900
"El Paso","TX","El Paso","48","141",69,138900,139900,138950,140000,143000,144950,144950,144000,143500,142000,142000,142000,140975,139865,139900,139950,144950,149500,146950,149000,146950,144970,143000,142950,144950,143958,147658,150950,149950,149990,149900,147450,146000,145000,148500,148000,146950,147450,149000,149500,149950,150450,151000,150974.5,154900,152516,150979.5,153000,155000,155450,155000,159000,159000,155766.5,154150,154150,149999,149900,149900,149900,149950,149000,149900,149900,150000,149990,150460,151225,153950,152500,153950,152990,153364,153950,154900,156950,157950,156000,156000,155000,157000,158950,159000,158000,158000,158000,159000,159900,160000,161975,161825,161950
"Montgomery","PA","Philadelphia","42","091",70,265000,269000,269900,269900,274900,269000,264900,264000,269900,264900,259900,257000,249900,254890,247900,239900,249900,245000,255000,252000,249750,245700,240000,230000,239900,239900,239900,248900,249900,243400,244900,234900,229000,233555,259900,254949.5,254900,259900,265000,268900,275000,277776,269000,265359.5,264900,264900,262250,259900,249900,258000,264900,274900,279900,279900,275000,274849.5,278950,274900,269900,269900,257500,267500,274990,278500,284900,285000,284150,279900,279900,279900,284500,279000,277465,280000,289000,297397,3e+05,3e+05,299990,299900,299900,299900,295000,289000,280100,289935,299900,312250,324900,320000,320000,314900
"Worcester","MA","Worcester","25","027",71,206000,229000,226000,229900,229000,228000,225000,225000,229900,229000,225000,219900,219000,219900,210000,209900,209900,209900,2e+05,199999,199900,199900,189900,189000,189900,184900,189900,199500,199900,199900,199000,191500,192385,199000,229900,228950,225000,229900,239900,244900,249900,250000,249900,245000,244900,239900,239500,234900,229900,239900,240000,249900,250000,249900,249900,249900,249900,249400,249900,249000,249000,244900,249900,250000,259000,257900,250000,249900,249900,249900,249900,245900,245865,247250,258000,260000,269900,270950,269900,265000,265500,265000,264900,264000,259900,265000,275000,289900,289900,294900,289900,287400
"Pierce","WA","Seattle","53","053",72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242500,249000,239990,244500,248450,250000,250000,259950,259977,260000,260000,259000,239900,224900,239950,250000,259000,259950,259951,262000,262990,265000,264000,259950,259250,254970,255000,259950,265000,275000,279900,284900,285000,284721,279950,279900,278000,274950,269950,278200,294990,299950,310000,314950,319900,319950
"Essex","NJ","New York","34","013",73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262000,249000,249000,249900,269000,292826.5,305000,3e+05,299947.5,289900,290000,289000,273000,260000,252000,263736.5,285000,3e+05,319000,329000,325000,3e+05,299900,285000,275000,255000,249900,250000,265000,289000,299999,299900,299000,279000,285000,269000,249997,235450,235000,248040,269900,279000,290000,294250,287000,275000
"Collin","TX","Dallas-Fort Worth","48","085",74,210000,209900,209000,211003.5,210000,210000,209900,212900,229000,223900,221900,219900,216945,215000,212000,213850,219990,225995,228990,226500,216000,214900,214123,210000,214900,215000,214850,217500,221000,229000,224970,224900,225000,224945,249000,259900,259990,260417,269900,269900,269900,269900,269900,271860.5,275000,278990,274999,289000,289990,294900,295450,299999.5,299990,294990,295000,299900,305000,315000,314990,334914.5,347507,347990,350000,350000,346990,340000,334900,332500,331990,343990,347918,353000,358860.5,353500,361059.5,359065,359032.5,359900,359900,364900,363500,375990,375000,377990,382990,384576,379990,384900,384990,383990,378945,375000
"Hidalgo","TX","McAllen","48","215",75,114900,117900,119000,124900,119000,119900,124250,125900,145000,142930.5,143000,134000,135900,135000,138750,137009.5,137500,135000,129900,129900,129500,128950,129000,119900,127500,120000,120000,123500,119000,116900,119000,120200,119000,129000,149000,144800,148000,149900,149900,154900,155000,159000,159000,155000,158000,155900,154900,155000,154700,156000,159900,164000,164900,165000,164950,159900,159900,159900,159948.5,159000,159900,165000,162000,169000,169900,172250,175000,177000,179000,174500,175000,174500,169992,175000,177999,179000,179525,179900,179900,175000,175000,175000,174970,175000,178000,175000,175000,178000,179000,179000,180000,180000
"Monroe","NY","Rochester","36","055",76,,,,,,,,,,,,,,,114900,114900,118900,119900,109900,92900,91900,94900,94900,90900,99500,104900,118900,120000,124947.5,124900,124900,119900,119900,114900,134900,129900,129900,139900,139447.5,144900,139900,139900,139900,139500,136900,139900,137900,136900,134900,134900,139900,141250,141750,139900,139900,134900,134500,130000,129900,120000,124900,125000,129900,129900,137400,134900,134900,134900,129900,125000,124900,121900,124900,124900,129900,139900,144900,149900,139900,139900,139000,134900,134900,129999,129900,129900,134995,139900,144900,149900,149900,146900
"Essex","MA","Boston","25","009",77,259900,289000,289000,289900,289900,295000,295000,299000,308900,299900,299000,289000,289000,289700,287900,287950,294900,299000,299000,299900,299000,290000,279000,269000,269900,269900,279900,289900,299000,299900,299900,299000,299499,299500,339900,332950,329900,334900,339000,353700,370452,389000,387750,374900,377499,375000,374250,374000,369000,379499,369900,379499.5,385000,385833,385000,379900,379900,379999,375000,379000,369000,369900,369900,370000,379900,379900,384000,379900,379900,379900,379900,374900,365000,379900,395000,399900,409000,399900,399998,399900,399900,399900,410000,399900,399000,399995,429000,429900,449000,449000,449000,439900
"Jefferson","KY","Louisville/Jefferson County","21","111",78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133500,134000,132500,134900,138700,144900,149000,149000,148000,149000,149900,149000,144900,142900,144900,145000,150000,159500,165900,167900,165000,160950,162500,165000,164900,164900,159900,159900,164700,173900,175000,176950,177000,174900,174250,169900,169500,165950,164250,169900,179900,190000,199900,195000,199000,199000
"Multnomah","OR","Portland","41","051",79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285000,286000,284999.5,284900,275999,274900,272000,280000,289950,298950,289900,3e+05,302000,299900,299000,295000,291500,295000,299900,309000,315000,319900,329000,329900,325000,324900,325000,337500,339900,337000,327500,329950,349000,350000,360000,374950,375000,375000,375000,375000,375000,375000,380000,390000,399900,415000,424000,424900,419900,414900
"Suffolk","MA","Boston","25","025",80,269000,315000,319000,319900,316900,315450,310000,299000,310499.5,319000,319000,299900,309900,325000,325000,329000,339000,329000,319900,319000,319250,325000,309900,299900,325000,329000,339000,345000,343500,339000,335000,319000,319900,325000,379000,369900,389000,399900,418000,425000,425000,425000,425000,417500,419900,419000,424000,425000,429000,459000,429000,439000,439900,439000,439000,439000,449000,449900,464900,450000,461750,475000,474900,489000,485000,489000,489000,479900,495000,499000,499000,497394,525000,549000,549900,579950,575000,569000,561950,571950,577000,579000,580000,579000,583000,619000,624000,629000,639900,649000,645000,649000
"Oklahoma","OK","Oklahoma City","40","109",81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149900,149900,151516,149900,150000,150000,155000,155157.5,155000,158000,159900,159900,162995,159900,165092,164500,171000,169900,169000,169813.5,169500,161586,159900,162945,159900,174900,176901.5,179900,191500,198923.5,199900,199000,198500,197500,195000,197900,199500,199000,199438.5,199900,2e+05,204809,203228,2e+05,199900,2e+05,199900,202500,208068,209787.5,205000,200278.5,205000,209900,209672.5,210000,204946.5
"San Mateo","CA","San Francisco","06","081",82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838000,839000,819888,848000,865000,895000,899000,899000,850000,875000,888444,897500,879000,799900,899000,958400,975000,999975,1050000,1048500,999000,999888,999000,999999,1049000,1050000,1050000,1096500,1098000,1150000,1195000,1195000,1132010,1099000,1100000,1109858,1100000,1098975,1088800,1198000,1195000,1246940,1250000,1238000,1200000,1198000
"Snohomish","WA","Seattle","53","061",83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318250,319950,309900,310000,318950,325000,329900,339950,340000,340000,339995,338154,325000,307725,319950,332012.5,339950,344950,349950,355000,355000,359900,359950,350000,350000,349950,349950,349900,359900,372450,376975,379950,379950,379950,379950,379000,385700,384950,388000,395000,409950,424725,425000,428000,429450,425000
"Lake","IL","Chicago","17","097",84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239000,235000,234000,249900,259900,260000,272500,279416.5,269900,274500,264250,265000,259900,250000,255000,269900,279000,279900,287000,289000,285000,287500,280000,284900,279900,270000,275000,289000,3e+05,310000,315000,319000,315660,309900,309900,309937.5,306750,299900,305000,323495,329000,339000,339900,339900,335000,325000
"Dekalb","GA","Atlanta","13","089",85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149900,169000,172500,179900,175000,174900,167250,165000,146000,143000,149900,155000,166000,170000,179900,179000,171990,169900,167990,160000,159000,155000,151900,159900,169900,179900,195000,195500,199000,189900,189900,192700,197921,180800,180000,189000,214900,225211.5,229900,232345,234900,235000
"Cobb","GA","Atlanta","13","067",86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220000,215000,214900,220000,229900,235000,239000,242000,239900,235000,235000,234990,230000,224900,225000,229900,236000,240000,249900,250000,249789,249995,250000,250000,254900,257000,264900,265000,269900,275950,276643,279000,279900,275000,274341.5,275000,275000,274000,275000,279000,289900,299900,3e+05,299900,299000,299900
"San Joaquin","CA","Stockton","06","077",87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239900,250850,265000,279900,289875,289950,295000,288000,289950,289900,274900,260950,270000,284950,290000,295000,305000,319000,320000,319900,320000,319925,322000,322000,315000,315000,315000,329974.5,339000,341745,340000,339900,344443.5,339997.5,335000,333000,329900,339000,340000,345000,339999,339999,349900,349900
"Will","IL","Chicago","17","197",88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179000,179500,179000,183150,189900,190000,199900,199999,199900,199000,195900,195900,195000,189900,194900,199500,2e+05,2e+05,208000,209990,210000,209900,209564,205000,199900,199900,199900,201450,215000,224900,224900,225000,225000,224800,222700,219900,218000,212900,210000,220000,229000,230000,235000,239750,237900,232000
